age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
41,1,144928,13,2,4,2,1,1,0,0,40,1,1
48,3,55237,13,2,7,2,1,1,0,0,45,1,1
61,5,101265,9,7,1,5,1,2,1471,0,35,1,0
20,3,114874,10,1,1,4,1,1,0,0,30,1,0
27,3,190525,9,1,6,1,1,1,0,0,50,1,1
55,3,121912,10,2,8,2,1,1,0,0,24,1,1
39,3,83893,9,2,1,2,1,1,0,0,40,1,1
17,3,138507,6,1,4,4,1,1,0,0,20,1,0
47,3,256522,9,2,3,2,1,1,0,0,40,1,0
52,3,168381,9,7,5,5,3,2,0,0,40,4,1
24,3,293579,9,1,6,4,2,2,0,0,20,1,0
29,3,285290,7,1,5,5,2,2,0,0,40,1,0
25,3,188488,9,1,10,6,1,1,0,0,40,1,0
20,3,324469,10,1,10,1,1,2,0,0,40,1,0
23,3,275244,9,1,10,1,2,1,0,0,35,1,0
57,3,265099,15,2,4,2,1,1,0,0,60,1,0
51,3,146767,11,2,4,2,1,1,0,0,40,1,1
33,3,40681,10,1,4,1,1,2,3674,0,16,1,0
39,3,174938,13,1,4,1,1,1,0,0,40,1,0
40,3,240124,9,2,2,2,1,1,0,0,40,1,1
71,3,269708,13,3,11,4,1,2,2329,0,16,1,0
38,1,34180,10,2,2,2,1,1,0,0,40,1,0
28,1,225904,15,1,4,5,1,1,0,0,40,1,0
57,3,89392,14,4,4,1,1,2,0,0,40,1,0
47,3,46857,10,3,1,1,1,1,0,0,40,1,0
59,1,105363,9,1,1,4,1,1,0,0,40,1,0
26,3,195105,9,1,6,1,5,1,0,0,40,1,0
35,3,184117,13,1,1,4,1,2,0,0,40,1,0
61,6,134768,13,2,2,2,1,1,0,0,50,11,1
17,3,145886,7,1,4,4,1,2,0,0,30,1,0
36,3,153078,13,2,2,2,3,1,0,0,60,1,1
62,3,225652,4,2,4,2,1,1,3411,0,50,1,0
34,3,467108,10,1,4,1,1,1,0,0,50,1,1
32,6,199765,13,2,7,2,1,1,7688,0,50,1,1
42,3,173938,9,5,6,4,1,2,0,0,40,1,0
39,3,191161,10,2,7,2,1,1,0,0,40,1,0
58,3,132606,3,3,10,1,2,1,0,0,40,1,0
61,2,30073,9,2,9,2,1,1,0,1848,60,1,1
40,3,155190,6,1,7,6,2,1,0,0,55,1,0
31,3,42900,13,1,11,1,1,1,0,0,37,1,0
36,3,191161,9,1,6,1,1,1,0,0,50,1,0
23,3,181820,10,1,10,4,1,1,0,0,40,1,0
33,3,105974,9,1,7,1,1,1,0,0,41,1,0
52,3,146378,9,2,7,2,1,1,0,0,40,1,1
22,3,103440,9,1,5,1,1,2,0,0,24,1,0
51,3,203435,10,3,6,5,1,2,0,0,40,14,0
31,4,168312,11,1,2,1,1,2,0,0,40,1,0
49,6,257764,9,3,2,5,1,2,0,0,40,1,0
49,3,171301,9,2,10,3,2,2,0,0,40,1,0
53,4,225339,10,7,1,1,2,2,0,0,40,1,0
52,3,152234,9,2,2,2,3,1,99999,0,40,28,1
20,3,444554,6,1,3,4,1,1,0,0,40,1,0
26,3,403788,12,1,5,4,2,1,0,0,40,1,0
61,3,190997,9,2,4,2,1,1,0,0,6,1,0
43,3,221550,14,1,5,1,1,2,0,0,30,14,0
46,6,98929,13,2,6,2,1,1,0,0,52,1,0
43,5,169203,11,1,1,1,1,2,0,0,35,1,0
41,3,102332,9,3,6,5,2,2,0,0,40,1,0
44,2,230684,9,2,8,2,1,1,0,0,55,1,0
54,3,449257,9,2,9,2,1,1,0,0,40,1,0
65,3,198766,14,2,6,2,1,1,20051,0,40,1,1
32,3,97429,13,3,2,5,1,2,0,0,40,10,0
25,3,208999,10,5,1,4,1,1,0,0,40,1,0
23,3,37072,13,1,6,1,1,1,0,0,50,1,0
25,5,163101,13,1,4,1,1,1,0,0,45,1,0
19,3,119075,10,1,3,4,1,1,0,0,50,1,0
37,2,137314,9,2,2,2,1,1,0,0,60,1,0
45,3,127303,10,1,10,4,1,1,0,0,45,1,0
37,3,349116,9,1,6,1,2,1,0,0,44,1,0
40,2,266324,10,3,2,6,1,1,0,1564,70,12,1
19,3,194095,10,1,4,4,1,1,0,0,40,1,0
17,3,46496,7,1,5,4,1,1,0,0,5,1,0
27,3,29904,13,1,11,1,1,2,0,0,40,1,0
40,5,289403,4,2,7,2,2,1,0,1887,40,1,1
59,3,226922,9,3,6,5,1,2,0,1762,30,1,0
19,4,234151,9,1,1,5,2,2,0,0,40,1,0
43,3,238287,6,1,10,1,2,1,0,0,40,1,0
42,3,230624,6,1,8,5,1,1,0,0,40,1,1
54,3,398212,9,2,8,2,2,1,5013,0,40,1,0
54,2,114758,14,2,6,2,1,1,0,0,50,1,0
51,3,246519,6,2,3,2,1,1,2105,0,45,1,0
50,3,137815,9,2,8,2,1,1,0,0,60,1,1
40,3,260696,9,1,1,1,1,2,0,0,40,1,0
55,3,325007,12,2,11,2,1,1,0,0,25,1,0
50,3,113176,9,3,1,1,1,2,0,0,40,1,0
31,3,66815,9,2,7,2,1,1,0,0,50,1,0
42,3,51795,9,3,4,5,2,2,0,0,32,1,0
24,3,241523,9,2,5,2,1,1,0,0,45,1,1
30,3,30226,7,3,6,4,1,1,0,0,40,1,0
39,5,352628,12,2,7,3,1,2,0,0,50,1,1
37,3,143912,9,3,8,1,1,1,0,0,50,1,0
33,3,130021,9,2,8,2,1,1,0,0,40,1,0
48,3,329778,9,7,5,5,1,2,0,0,40,1,0
43,6,196945,9,2,5,2,3,1,0,0,78,17,0
39,3,24342,13,2,4,2,1,1,0,0,40,1,1
53,3,34368,10,2,2,2,1,1,0,0,45,1,1
52,2,173839,6,2,2,2,1,1,0,0,60,1,0
28,1,73211,10,2,1,2,3,1,0,0,20,1,0
32,3,86723,9,1,5,1,1,1,0,0,52,1,0
31,3,179186,13,2,6,2,2,1,0,0,90,1,1
31,3,127610,13,2,4,3,1,2,0,0,40,1,1
47,3,115070,10,1,1,1,1,2,0,0,40,1,0
19,3,172582,10,1,4,4,1,1,0,0,50,1,0
40,3,256202,11,2,3,2,2,1,0,0,40,1,0
40,3,202872,12,1,1,4,1,2,0,0,45,1,0
41,3,184102,7,3,5,1,1,1,0,0,40,1,0
53,4,130703,9,2,1,2,2,1,0,0,40,1,0
46,3,134727,7,3,10,5,4,1,0,0,43,11,0
45,6,36228,13,2,9,2,1,1,4386,0,35,1,1
39,3,297847,5,2,5,3,2,2,3411,0,34,1,0
19,3,213644,9,1,10,1,1,1,0,0,40,1,0
57,3,173796,9,2,8,2,1,1,0,1887,40,1,1
49,3,147322,11,2,10,3,1,2,0,0,40,30,0
59,3,296253,9,3,2,1,1,2,0,0,40,1,0
32,3,180871,11,3,6,1,1,1,0,0,50,1,1
18,3,169882,10,1,4,4,1,2,594,0,15,1,0
35,1,211115,10,1,12,1,2,1,0,0,40,1,0
58,6,183870,6,2,8,3,1,2,0,0,40,1,0
28,3,441620,13,1,5,1,1,1,0,0,43,5,0
36,4,218542,12,2,1,3,1,2,0,0,40,1,1
41,2,141327,14,3,4,5,1,2,0,0,35,1,0
47,3,67716,9,2,6,2,1,1,0,0,40,1,1
50,6,175339,9,2,7,2,1,1,0,1672,60,1,0
61,3,347089,9,2,4,2,1,1,0,0,16,1,0
36,3,336595,9,2,2,2,1,1,0,0,50,1,1
38,3,27997,11,3,7,1,1,1,0,0,40,1,0
56,2,145574,9,2,5,2,1,1,0,1902,60,1,1
50,3,30447,11,2,8,2,1,1,0,0,45,1,0
45,2,256866,10,2,6,2,1,1,5013,0,40,1,0
44,2,120837,9,2,2,2,1,1,0,0,66,1,0
51,3,185283,10,2,2,2,1,1,0,0,45,1,1
44,6,229466,10,2,2,2,1,1,0,0,50,1,1
25,3,298225,9,3,7,1,1,1,0,0,50,1,0
60,3,185749,7,7,8,5,2,1,0,0,40,1,0
17,3,333100,6,1,4,4,1,1,1055,0,30,1,0
49,6,125892,14,2,2,2,1,1,0,0,50,1,1
46,3,563883,9,2,7,2,2,1,0,0,60,1,1
56,3,311249,9,7,1,5,2,2,0,0,38,1,0
25,3,221757,9,3,7,1,1,1,3325,0,45,1,0
22,3,310152,10,1,8,1,1,1,0,0,40,1,0
76,3,211453,9,7,4,1,2,2,0,0,2,1,0
41,6,94113,15,2,4,2,1,1,0,0,60,1,1
48,6,192945,9,2,2,2,1,1,7688,0,40,1,1
46,3,161508,6,1,10,1,2,1,0,0,40,1,0
30,3,177675,10,1,7,1,1,1,0,0,40,1,1
39,3,51100,9,2,8,2,1,1,0,0,40,1,1
40,3,100584,6,3,7,1,4,1,0,0,40,1,0
70,4,163003,9,2,1,2,2,1,0,0,40,1,0
35,3,67728,10,2,7,2,1,1,0,2051,45,1,0
49,3,101320,14,3,2,1,1,2,0,0,75,1,0
24,3,42706,11,1,12,1,1,1,0,0,60,1,0
40,3,228535,12,2,4,2,1,1,7298,0,36,1,1
61,3,120939,15,2,8,2,1,1,0,0,5,1,1
25,3,98283,13,1,4,4,3,1,0,0,40,1,0
28,5,216481,13,1,4,1,1,2,0,0,40,1,0
69,1,208869,14,2,4,2,1,1,0,0,11,1,0
22,3,207940,10,1,3,4,1,2,0,0,36,1,0
47,3,34248,9,2,1,2,1,1,0,0,38,1,0
38,3,83727,9,3,5,5,1,2,0,0,48,1,0
26,3,183077,11,1,1,4,1,2,0,0,40,1,0
17,3,197850,7,1,1,4,3,2,0,0,24,1,0
33,2,235271,10,1,5,1,1,1,0,0,35,1,0
43,2,35236,9,4,7,1,1,1,0,0,40,1,0
58,3,255822,11,2,7,2,1,1,0,0,40,1,1
53,6,263925,9,2,6,2,1,1,99999,0,40,1,1
26,3,256263,9,1,7,1,1,1,0,0,25,1,0
43,5,293535,13,2,4,2,2,1,0,0,40,1,1
31,3,209448,6,2,9,2,1,1,2105,0,40,5,0
30,3,57651,9,1,1,5,1,1,0,2001,42,1,0
25,3,174592,9,1,5,4,1,2,0,0,25,1,0
57,4,278763,9,3,1,5,1,2,0,0,40,1,0
37,3,175232,14,3,2,5,1,1,0,0,60,1,1
32,3,402812,10,2,6,2,1,1,0,0,48,1,0
26,3,101150,9,3,2,1,1,2,0,0,41,1,0
45,3,103538,9,2,1,2,1,1,0,0,40,1,1
53,1,156877,9,2,1,2,1,1,15024,0,35,1,1
27,3,23940,9,1,3,6,4,1,0,0,40,1,0
28,6,210295,7,2,7,2,1,1,0,0,50,1,1
32,3,80058,7,3,6,1,1,1,0,0,43,1,1
35,3,187119,13,3,6,1,1,2,0,1980,65,1,0
36,2,105021,10,2,2,2,1,1,0,0,55,1,1
19,3,225775,10,1,1,1,1,1,0,0,40,1,0
37,6,395831,13,2,2,2,1,1,0,0,80,1,1
49,3,50282,10,3,10,1,1,1,3325,0,45,1,0
20,3,32732,10,1,5,1,1,1,0,0,45,1,0
64,6,179436,13,2,2,2,1,1,15024,0,55,1,1
60,3,290593,14,2,4,2,1,1,0,0,40,1,0
32,3,123253,12,2,7,2,1,1,0,0,42,1,0
58,1,48433,9,2,2,2,1,1,0,0,40,1,0
42,3,245317,9,2,6,2,1,1,0,0,50,1,0
20,3,431745,10,1,1,1,2,2,0,0,14,1,0
42,1,436006,10,2,1,2,2,1,0,0,40,1,0
25,3,224943,10,4,4,5,2,1,0,0,40,1,0
30,2,167990,11,2,4,2,1,1,15024,0,65,1,1
37,6,217054,13,2,4,2,1,1,0,0,35,1,1
66,2,298834,11,2,4,2,1,1,0,0,50,1,0
59,6,125000,13,2,2,2,1,1,0,0,40,9,1
44,3,123983,13,3,5,1,3,1,0,0,40,27,0
46,3,155489,9,2,1,2,1,1,0,0,58,1,1
59,3,284834,13,2,1,3,1,2,2885,0,30,1,0
25,3,212495,13,1,2,4,1,1,0,1340,40,1,0
17,5,32124,5,1,5,4,2,1,0,0,9,1,0
47,5,246891,13,2,12,2,1,1,0,0,40,1,0
47,1,141483,5,3,5,1,1,2,0,0,40,1,0
30,3,31985,10,3,2,5,1,2,0,0,40,1,0
20,3,170800,10,1,9,4,1,2,0,0,40,1,0
26,5,166295,13,1,4,1,1,1,0,2339,55,1,0
20,3,231286,10,1,3,1,2,1,0,0,15,1,0
33,3,159322,9,3,5,5,1,1,0,0,40,1,0
48,3,176026,9,2,10,2,1,1,0,0,40,1,0
52,3,118025,13,2,2,2,1,1,99999,0,50,1,1
37,3,26898,9,3,2,5,1,2,0,0,12,1,0
47,3,232628,9,2,7,2,2,1,0,0,40,1,0
40,3,85995,6,2,10,2,1,1,0,0,40,1,1
48,3,125421,14,3,2,5,1,2,0,0,40,1,1
49,3,245305,6,2,8,2,2,1,0,0,42,1,1
50,3,73493,10,3,5,1,1,2,0,0,40,1,0
30,3,197058,12,1,4,1,1,2,0,0,40,1,0
34,3,122116,10,2,2,2,1,1,0,0,40,1,0
43,3,75742,9,2,10,2,1,1,0,0,40,1,0
22,3,214731,6,2,10,3,1,2,0,0,40,1,0
35,3,265954,9,5,5,1,2,1,0,0,40,1,0
26,1,197156,9,3,1,4,1,2,0,0,30,1,0
62,3,162245,15,2,4,2,1,1,0,1628,70,1,0
39,5,203070,9,5,12,1,1,1,0,0,40,1,0
59,5,165695,10,2,7,2,1,1,0,0,40,1,0
69,3,473040,3,3,4,1,1,1,0,0,40,1,0
27,3,168107,13,2,7,2,1,1,0,0,40,1,0
17,3,163494,6,1,6,4,1,1,0,0,30,1,0
38,3,180342,13,2,1,2,1,1,0,0,40,1,0
41,3,122381,10,2,7,2,1,1,0,1887,50,1,1
27,3,148069,6,1,10,5,1,2,0,0,40,1,0
23,3,200973,9,1,1,4,1,2,0,0,40,1,0
17,3,130806,6,1,3,4,1,1,0,0,24,1,0
56,3,117148,4,3,10,1,1,2,0,0,40,1,0
24,3,213977,10,1,1,1,1,2,0,0,40,1,0
62,3,134768,16,2,4,2,1,1,7688,0,40,1,1
44,3,139338,8,3,8,5,2,1,0,0,40,1,0
23,3,315877,13,1,1,1,1,1,0,0,30,1,0
41,2,195124,9,1,6,1,1,1,0,0,50,1,0
25,3,352057,9,1,8,1,1,1,0,0,65,1,0
21,3,236684,10,1,5,6,2,2,0,0,8,1,0
18,3,208447,8,1,3,4,1,1,0,0,6,1,0
45,3,149640,10,2,7,2,1,1,0,0,40,1,0
75,3,111177,13,7,4,1,1,2,25124,0,16,1,1
51,3,154342,4,2,12,2,1,1,0,0,40,1,0
42,4,141459,9,5,5,6,2,2,0,0,40,1,0
47,3,111797,10,1,5,1,2,2,0,0,35,31,0
29,3,111900,10,2,9,2,1,1,0,0,40,1,0
33,3,78707,7,1,5,1,2,1,0,0,40,1,0
43,5,160574,13,2,7,2,1,1,0,0,40,1,0
20,3,174714,10,1,4,4,1,1,0,0,16,1,0
19,3,62534,13,1,4,4,2,2,0,0,40,3,0
44,3,216907,12,2,7,2,1,1,0,1848,40,1,1
24,3,198148,10,1,5,4,1,1,0,0,30,1,0
19,3,124265,10,1,3,4,1,1,0,0,40,1,0
49,3,261059,6,5,4,4,1,1,2176,0,40,1,0
52,3,208137,11,2,1,2,1,1,0,0,40,1,0
38,2,257250,9,1,9,1,1,1,0,0,52,1,0
24,1,147253,10,1,11,1,1,1,0,0,50,1,0
32,5,244268,13,1,4,1,1,1,0,0,50,1,0
72,3,213255,9,7,4,1,1,2,0,0,8,1,0
26,3,266912,9,2,6,2,1,1,0,0,50,1,1
31,3,169104,13,1,6,4,3,1,0,0,40,1,0
29,3,200511,13,2,6,2,1,1,0,0,50,1,0
39,3,128715,9,3,1,1,1,1,10520,0,40,1,1
48,2,65535,9,2,9,2,1,1,0,0,50,1,0
40,3,103395,10,2,7,2,1,1,0,0,45,1,1
51,3,71046,10,3,2,5,1,1,0,0,45,32,0
28,2,125442,9,3,7,4,1,1,0,0,40,1,0
22,3,169188,9,1,2,4,1,2,0,0,20,1,0
23,3,121471,13,1,1,1,1,2,0,0,40,1,0
65,3,207281,10,2,12,2,1,1,0,0,16,1,0
26,5,46097,13,2,4,2,1,1,0,0,40,1,0
20,3,206671,10,1,4,4,1,1,1055,0,50,1,0
55,3,98361,14,2,4,2,1,1,15024,0,50,1,1
38,2,322143,13,2,5,2,1,1,0,0,10,1,0
33,3,149184,9,1,4,1,1,1,0,0,60,1,1
33,5,119829,9,2,1,3,1,2,0,0,60,1,0
37,3,910398,13,1,6,1,2,2,0,0,40,1,0
19,3,176570,7,1,10,4,1,1,0,0,60,1,0
24,3,216129,13,1,6,1,1,1,0,0,50,1,0
30,3,27207,7,2,7,2,1,1,0,0,45,1,0
57,1,68830,9,3,2,1,1,2,0,0,50,1,0
22,1,178818,10,1,4,4,1,2,0,0,20,1,0
57,3,236944,9,2,10,2,2,1,0,0,40,1,1
46,1,273771,9,2,11,2,1,1,0,0,40,1,0
67,3,318533,9,2,1,2,1,1,0,0,35,1,0
35,3,451940,9,1,4,5,2,2,0,0,40,1,0
47,3,102318,9,5,7,4,1,1,0,0,40,1,0
39,3,379350,6,2,7,2,1,1,0,0,40,1,0
50,3,21095,10,3,5,5,3,1,0,0,40,13,0
58,2,211547,8,3,6,1,1,2,0,0,52,1,0
36,3,85272,12,2,4,3,1,2,0,0,30,1,1
45,3,46406,14,2,4,2,1,1,0,0,36,9,1
54,3,53833,9,2,10,2,1,1,0,0,40,1,1
26,3,161007,13,1,1,4,1,1,0,0,30,1,0
60,3,53707,9,2,4,2,1,1,0,0,40,1,1
46,3,370119,15,2,4,2,1,1,99999,0,60,1,1
26,3,310907,10,2,2,3,1,2,0,0,35,1,0
32,3,375833,7,1,7,6,1,1,0,0,40,1,0
38,5,107513,9,2,8,2,1,1,0,0,40,1,0
48,2,58683,10,2,6,2,1,1,0,0,70,1,1
44,2,179557,9,2,2,2,1,1,0,1977,45,1,1
37,3,70240,9,1,5,4,3,2,0,0,40,13,0
44,3,147206,10,2,2,2,1,1,0,0,40,1,0
31,3,175548,9,1,5,1,5,2,0,0,35,1,0
61,2,163174,15,2,4,2,1,1,0,0,35,1,1
51,3,126010,9,2,7,2,1,1,0,0,40,1,0
52,3,147876,13,2,6,3,1,2,15024,0,60,1,1
45,3,428350,9,2,10,3,1,2,0,1740,40,1,0
36,3,200904,12,2,4,3,2,2,0,0,21,21,0
39,3,328466,7,2,5,2,1,1,2407,0,70,5,0
67,5,258973,9,3,5,1,1,2,0,0,24,1,0
40,1,345969,12,2,1,2,1,1,0,0,40,1,1
27,3,127796,3,1,9,1,1,1,0,0,35,5,0
37,3,405723,2,2,10,2,1,1,0,0,40,5,0
57,3,175942,10,2,2,2,1,1,0,0,50,1,1
27,3,284196,6,3,5,1,1,2,0,0,40,1,0
28,3,89718,9,1,6,1,1,2,2202,0,48,1,0
34,6,175761,13,2,4,2,1,1,0,0,60,1,1
54,3,206369,9,2,10,2,1,1,5178,0,50,1,1
52,3,158993,9,3,5,6,2,2,0,0,38,1,0
42,3,285066,13,2,4,2,1,1,0,0,45,1,1
48,3,126754,14,2,4,2,1,1,15024,0,40,1,1
65,1,209280,14,2,4,2,1,1,6514,0,35,1,1
55,2,52888,15,2,4,3,1,2,0,0,10,1,0
71,6,133821,9,2,1,3,1,2,0,0,20,1,1
33,3,240763,10,2,10,2,2,1,0,0,40,1,0
30,3,39054,9,2,6,2,1,1,0,0,40,1,0
35,3,119272,13,2,2,2,1,1,0,0,55,1,1
59,3,143372,6,3,1,1,2,2,0,0,40,1,0
19,3,323421,10,1,3,4,1,1,0,0,20,1,0
36,2,136028,5,2,7,2,1,1,0,0,30,1,0
26,2,163189,9,1,6,4,1,1,0,0,40,1,0
34,5,202729,9,2,12,2,1,1,0,0,40,1,0
41,3,421871,9,2,7,2,2,1,0,0,40,1,1
44,3,120277,13,2,4,2,1,1,15024,0,50,14,1
26,3,211798,9,5,4,5,1,2,0,0,40,1,0
47,3,198901,9,2,7,2,1,1,0,0,48,1,0
18,3,214617,10,1,6,4,1,1,0,0,16,1,0
55,2,179715,6,2,7,2,1,1,0,0,18,1,0
49,5,107231,9,2,7,2,1,1,0,2002,40,1,0
44,3,110355,13,2,2,2,1,1,0,0,40,1,1
43,3,184378,13,1,4,1,1,1,0,0,40,1,0
62,3,273454,4,2,12,2,1,1,0,0,40,2,0
44,3,443040,9,2,3,2,2,1,0,0,40,1,0
39,3,71701,9,3,4,5,1,2,0,0,40,1,0
50,6,160151,10,2,6,2,1,1,0,0,60,1,1
35,3,107991,7,1,6,1,1,1,0,0,45,1,0
52,3,94391,9,2,1,2,1,1,0,0,40,1,0
46,3,99835,15,2,4,2,1,1,0,0,60,1,1
44,3,43711,12,2,6,2,1,1,7688,0,40,1,1
43,3,83756,10,1,2,5,1,1,0,0,50,1,0
51,3,120914,4,2,7,2,1,1,2961,0,40,1,0
20,3,180052,10,1,6,4,1,1,0,0,20,1,0
47,3,170846,12,2,1,3,1,2,0,0,40,14,1
43,3,37937,14,3,2,5,1,1,0,0,50,1,0
64,3,168340,9,2,4,2,1,1,0,0,40,1,1
24,3,38455,10,1,7,1,1,1,0,0,40,1,0
27,4,128059,10,2,7,2,1,1,0,0,50,1,0
32,3,420895,9,2,8,2,1,1,0,0,40,1,0
37,3,166744,9,3,5,5,1,2,0,0,12,1,0
26,3,238768,9,2,10,2,1,1,0,0,60,1,0
43,3,176270,13,2,2,2,1,1,99999,0,60,1,1
50,3,140592,9,2,10,3,1,2,0,0,40,1,0
20,2,211466,9,1,8,4,1,1,0,0,80,1,0
37,3,188540,9,2,2,2,1,1,0,1902,45,1,1
43,3,39581,9,1,5,1,2,2,0,0,45,1,0
37,3,171150,9,2,2,2,1,1,0,1887,50,1,1
53,3,117496,5,3,5,1,1,2,0,0,36,10,0
44,3,145160,16,2,4,2,1,1,0,0,40,1,1
25,3,28520,9,1,5,1,1,2,0,0,40,1,0
17,3,103851,7,1,1,4,1,2,1055,0,20,1,0
19,3,375077,9,1,6,4,1,1,0,0,50,1,0
53,1,281590,9,2,2,3,1,2,15024,0,40,1,1
44,3,151504,10,2,6,2,1,1,0,0,50,1,0
51,3,415287,9,2,10,2,2,1,0,1902,40,1,1
49,3,32212,9,2,2,3,1,2,0,0,43,1,0
35,3,123606,10,2,3,2,1,1,0,0,40,1,0
44,3,202565,9,3,7,1,1,1,0,0,45,1,0
54,3,177927,14,2,4,2,1,1,0,0,60,1,0
37,3,256723,10,3,1,5,2,2,0,0,35,1,0
18,3,46247,10,1,5,4,1,2,0,0,15,1,0
24,3,266926,10,2,3,2,1,1,0,0,40,1,0
29,3,112031,9,3,7,1,1,2,0,0,50,1,0
22,3,376277,10,3,4,1,1,2,0,0,35,1,0
35,3,168817,9,1,10,1,1,1,0,0,40,1,0
56,3,187487,9,2,7,2,1,1,0,0,48,1,1
32,3,158784,4,7,4,1,1,2,0,0,40,1,0
24,3,67222,13,1,10,1,3,1,0,0,45,27,0
43,3,201723,14,2,2,2,1,1,0,1902,40,1,1
73,3,267408,9,7,6,6,1,2,0,0,15,1,0
47,4,168191,10,2,7,2,1,1,0,0,40,1,0
49,3,105444,8,2,10,2,1,1,0,0,39,1,0
38,3,156728,13,2,6,2,1,1,0,0,40,1,1
31,3,148600,9,2,10,2,2,1,0,0,40,1,0
39,3,19914,10,3,1,5,4,2,0,0,40,1,0
42,3,190767,13,3,1,1,1,2,0,0,40,1,0
41,3,233955,14,2,4,2,3,1,0,0,45,27,1
35,3,30381,13,2,6,2,1,1,0,0,45,1,1
38,3,187069,9,2,8,2,1,1,0,0,45,1,0
31,3,367314,9,3,1,1,1,2,0,0,40,1,0
51,5,101119,9,2,12,2,1,1,0,0,70,1,0
38,3,86551,13,3,6,1,1,1,0,0,48,1,1
40,5,218995,10,2,2,2,1,1,0,0,42,1,1
21,3,57711,9,1,5,1,1,2,0,0,30,1,0
44,3,303521,10,3,7,1,1,1,0,0,40,1,0
55,3,199067,9,2,7,2,1,1,0,0,40,1,1
29,3,247445,9,3,6,1,1,1,0,0,45,1,0
49,3,186078,14,2,4,3,1,2,0,0,50,1,1
31,3,77634,11,2,5,2,1,1,0,0,42,1,0
24,3,180060,14,1,2,4,1,1,6849,0,90,1,0
46,3,56482,10,1,2,1,2,1,0,0,40,1,0
26,3,314177,9,1,6,1,2,1,0,0,40,1,0
35,3,239755,13,1,5,1,1,1,0,0,38,1,0
27,3,377680,11,1,6,1,1,1,0,0,50,1,0
64,2,134960,13,2,2,2,1,1,15024,0,35,1,1
26,3,294493,13,1,7,6,1,1,0,0,40,1,0
21,3,32616,9,1,5,1,1,2,0,1719,16,1,0
45,3,182655,13,3,5,1,1,1,0,0,45,1,1
57,5,52267,9,2,8,2,1,1,0,0,72,1,0
30,3,117963,13,2,1,2,1,1,0,0,40,1,1
45,3,98881,7,2,5,3,1,2,0,0,32,1,0
50,3,196963,4,3,7,1,1,2,0,0,30,1,0
38,3,166988,13,1,1,4,1,2,0,0,40,1,0
43,2,193459,10,2,7,2,1,1,0,0,60,1,0
42,3,182342,10,7,2,1,1,2,0,0,55,1,0
32,3,496743,13,1,4,4,1,1,0,0,40,1,0
20,3,154781,9,1,1,1,1,2,0,0,40,1,0
27,3,219371,9,1,5,1,1,2,0,0,35,1,0
45,3,99179,7,7,1,5,1,2,0,0,40,1,0
40,3,224910,9,1,10,1,1,2,0,0,40,1,0
38,3,304651,9,3,8,1,1,1,0,0,60,1,0
37,3,349689,9,3,1,5,1,2,0,0,40,1,0
60,3,106850,6,3,10,1,1,2,0,0,40,1,0
53,2,196328,9,2,2,2,2,1,0,0,45,1,1
25,3,169323,13,2,2,4,1,2,0,0,40,1,0
47,2,162924,13,3,2,1,3,1,0,0,60,28,0
40,2,34037,9,1,9,1,1,1,0,0,70,1,0
51,3,167651,9,2,4,2,1,1,0,0,40,1,0
19,3,197384,10,1,5,4,1,2,0,0,10,1,0
42,3,251795,10,2,4,3,1,2,0,0,50,1,1
65,3,266081,9,2,4,2,1,1,0,0,40,1,0
41,3,165309,13,3,1,5,1,2,0,0,40,1,0
28,3,215873,6,1,10,4,2,1,0,0,45,1,0
46,3,133938,14,3,2,1,1,2,27828,0,50,1,1
49,3,159816,13,2,4,3,1,2,99999,0,20,1,1
24,3,228424,9,1,3,6,2,1,0,0,40,1,0
32,3,195576,7,2,10,2,1,1,0,0,40,1,0
71,3,105200,9,2,12,2,1,1,6767,0,20,1,0
26,3,167350,10,2,11,2,1,1,3103,0,40,1,1
29,3,52199,9,4,12,1,1,1,0,0,40,1,0
50,3,171338,10,2,2,2,1,1,99999,0,50,1,1
51,3,120173,11,2,7,2,1,1,3103,0,50,1,1
17,3,158762,6,1,4,4,1,2,0,0,20,1,0
49,3,169818,9,2,5,3,2,2,0,0,40,1,1
31,3,288419,6,2,10,2,1,1,0,0,40,1,0
23,3,207546,7,2,10,2,1,1,0,0,40,1,0
59,5,147707,9,7,9,5,1,1,0,2339,40,1,0
17,3,228373,6,1,4,4,1,1,0,0,30,1,0
43,3,193882,10,2,6,2,1,1,7688,0,40,1,1
38,3,31033,13,2,6,2,1,1,7298,0,40,1,1
37,3,272950,9,2,2,2,1,1,0,0,40,1,0
29,3,183523,6,1,5,4,1,1,0,0,40,1,0
39,3,238415,13,2,2,2,1,1,0,0,50,1,1
31,3,19302,12,1,1,1,1,1,2202,0,38,1,0
42,5,339671,13,4,4,1,1,2,8614,0,45,1,1
35,5,103260,14,2,4,3,1,2,0,0,35,1,1
39,3,79331,14,2,2,2,3,1,15024,0,40,1,1
40,3,135056,12,3,1,5,1,2,0,0,40,1,0
66,3,142723,3,4,3,5,1,2,0,0,40,7,0
30,4,188569,5,2,11,2,1,1,0,0,40,1,0
43,3,57322,12,3,7,1,1,1,0,0,40,1,0
47,3,178309,5,1,5,5,1,2,0,0,50,1,0
45,3,166107,14,1,1,1,3,2,0,0,40,13,0
31,3,53042,10,2,10,2,2,1,0,0,40,33,0
